person_uuid,identifier_value,firstname,lastname,publication_list,first_letter,resolved_for,marked
17004,,G N,Smith,"[3795955, 30539767, 21263575, 2265318, 9524981, 15452413, 11708673, 11278135, 9626720, 12931208, 8045976, 14870955, 16905294, 9395159, 4094426, 10211886, 24447367, 8627200, 21846448]",G,GB0010379,True
30318,,Graeme C M,Smith,"[16912188, 17371003, 19931734, 16327781, 17970800, 15546735, 25801622, 16302822, 12897801, 18800822, 15658870, 16707462, 25883323, 20663147, 18579376, 20028854, 15574327, 26635866, 24349782, 15834407, 29666126, 18678488, 34081131, 12857389, 34555355, 25932511, 19383921, 35181010, 36153700, 35403752, 21083057, 24709818, 21629734, 31534013, 35206265, 28566209, 34140467, 16251802, 32734668, 21080722, 36200480, 12941339, 25066248, 27887640, 14522929, 34146598, 32169687, 35411781, 32991693, 22576130, 30115725, 30383759, 15837300, 15604286, 21083222, 22533559, 19324671, 17825134, 15887186, 31292015, 22185267, 14748346, 21368573, 24687085, 19451221, 18019542, 17126271, 17594056, 15829967, 19762236, 16290932, 23547078, 16287996, 23855836, 19733066, 15286704, 30295089, 32559231, 20739657, 28524734, 19585551, 17428584, 30209050]",G,GB0010379,True
30793,,G T,Smith,"[2106766, 16552157, 9156005, 6613888, 15265623, 11734526, 16867736, 7104588, 10764709, 10274780, 6036441, 11020611, 14125276, 15375367, 7148722]",G,GB0010379,True
30816,,Gina A,Smith,"[30885593, 20553826, 25213157, 29468447, 27044325, 26459808, 33637800, 25868665, 34275868, 28798148, 23171304, 28654419, 30907505, 26912656, 26285805, 28994298, 24377929, 35027098]",G,GB0010379,True
31126,,G Adair,Smith,"[11404038, 8393034, 8393626, 30872964, 30872972, 31397444, 26024162, 10493260, 26549982, 27471431, 2570248, 19546951, 30296133, 19847, 1461883, 10244182, 30956556, 30956559, 11493486, 25065517, 10123987, 10714922, 18317511, 9404818, 8946475, 1936647, 10325849, 12489186, 30839773, 824649, 11965931, 7641642, 16819130, 24836238, 9175308, 25166654, 28575551, 30608764, 28316485, 10425818, 11737226, 19995348, 26225259, 23866811, 17445314, 21967523, 6830730, 7488473, 25838791, 31999281, 25708790, 86054, 7493924, 17916200, 26043737, 2254353, 11888685, 14708274, 11695507, 21330616, 20413562, 26640401, 31031568, 10781124, 26182092, 28280447, 9013923, 8687476, 32383915, 10661457, 8566305, 25999783, 28949210, 9683444, 30198461, 10997989, 10540143, 10082898, 19127227, 8903629, 11723044, 27517765, 25814874, 25814906, 1306335, 30339440, 23131241, 31524889, 24972196, 26024161, 29956995, 36118123, 11739348, 9514408, 11611625, 27471433, 31012605, 28260978, 24329437, 3620262, 999507, 9062185, 19679034, 11556953, 8018292, 1990648, 10381067, 11562761, 25983654, 18253134, 28280439, 8030950, 16882163, 10263814, 1941734, 10986516, 24815637, 23591008, 30996656, 9632403, 11926359, 26213486, 1637598, 24313480, 29752996, 22675366, 1638339, 33196702, 31922872, 32845700, 31976987, 29864370, 31764915, 30720313, 7979991, 3526548, 15259411, 12442929, 24502189, 7660642, 25814895, 25814914, 9890157, 23850623, 30339442, 32058742, 31012626, 31868480, 29928915, 8760815, 25865735, 30978057, 30192601, 10794780, 18070277, 10664900, 30720291, 12240164, 28952777, 12768174, 8706030, 25615312, 28303081, 11591961, 25814866, 31713548, 30863200, 29291453, 10225795, 15534469, 31265003, 27990488, 9052399, 31007588, 1911007, 31012697, 31999279, 8537878, 9521177, 12405470, 12733491, 1527254, 21712828, 27809341, 24470172, 10642515, 19555781, 11167480, 3304374, 20868333, 20147967, 24016548, 16023175, 7962895, 20873943, 10915051, 10260881, 24417855, 24877930, 25010864, 27763685, 28943789, 28943791, 1308831, 26738401, 32215380, 31697516, 32108833, 29864318, 14529636, 15121727, 10468718, 2344513, 26069462, 29542941, 1826335, 10675678, 8447835, 25814909, 10152592, 25815923, 8318421, 10743462, 28504472, 26609946, 31985736, 28579921, 28515672, 30547617, 11280248, 26550716, 31925317, 12002517, 2172831, 3942677, 10431984, 20852568, 12857252, 11219887, 3618284, 2504365, 19544267, 12205013, 16204596, 30230889, 17386062, 10244628, 30956565, 28532976, 3696772, 32011614, 3963329, 11237858, 9862371, 10387043, 7902085, 30839770, 17603611, 26909885, 7512532, 3056544, 35584853, 7994205, 25296661, 32589167, 27176516, 177334, 24164952, 19643051, 3194404, 16236636, 11256847, 22529092, 10405903, 26855607, 26069461, 31050519, 16829385, 11259100, 22990650, 16177702, 11328278, 11330837, 25814912, 8056451, 32302170, 32501048, 10792693, 29077436, 3847319, 29932697, 10403594, 31178657, 31180390, 6146044, 21220017, 12765890, 31050516, 9883926, 6543056, 24435897, 7856030, 29286735, 1958420, 10413288, 25814876, 16443263, 27520000, 10677358, 25096307, 3408625, 10029686, 33362286, 7609955, 19734519, 12067012, 31007582, 861135, 10691879, 6497790, 10562779, 27799460, 2700169, 28128610, 7551875, 29769160, 31999282, 24856688, 10244204, 7557404, 15880921, 10446801, 9924447, 12088961, 21723319, 4159827, 4095531, 28280427, 28280444, 2459295, 12820060, 17016301, 32852485, 29077459, 26849587, 8435252, 25212586, 4176860, 11191833, 33015380, 30132797, 10668708, 23383783, 15717389, 32955327, 9034921, 28303083, 12771377, 59152, 25814851, 25814864, 25814868, 31386524, 10677357, 9368602, 31786341, 7539670, 28775662, 15275601, 2693090, 28515665, 31007586, 10364372, 7284746, 9450017, 30814908, 5322135, 11356577, 16930844, 18045240, 30956548, 8936490, 27287181, 21520982, 18586861, 24289391, 10723863, 26190937, 28943785, 28943793, 28747851, 19246122, 24836237, 30932612, 5111707, 26146483, 10419596, 10290743, 31264999, 29298934, 8000155, 25302881, 3283094, 26943527, 31859104, 31007587, 2958189, 8922485, 21965501, 28388204, 23473131, 8465845, 23801302, 30881211, 10962691, 4015995, 26560759, 10963230, 4213158, 5524517, 28331430, 10244189, 10048323, 26041973, 26894703, 9725694, 25389135, 10516444, 8812989, 25983648, 28474955, 32407749, 7832776, 28280445, 31886778, 30839784, 30973991, 19046665, 31886779, 32026888, 29864330, 23180491, 25409117, 14598020, 6342205, 9292006, 1624330, 14995367, 7786655, 16831720, 18405471, 9560305, 29286783, 25814871, 25814904, 30141647, 19854761, 2750091, 11317973, 27513796, 4051911, 29547300, 28303084, 28501647, 10218855, 9301379, 31976986, 11793075, 11336566, 28703825, 2031338, 8847149, 30608761, 31265001, 29694107, 29694144, 15473621, 22093751, 31007580, 25699433, 22357457, 26097407, 21511927, 8865308, 11355982, 14305380, 8932117, 24071597, 25644898, 8409059, 29053305, 29906166, 22305865, 10249395, 10643813, 32011608, 28408859, 25919696, 25723204, 1279156, 9669104, 30772121, 9671087, 8557065, 9868362, 30971865, 7839592, 20031997, 12889294, 12123846, 32834020, 32226948, 35119878, 32633732, 8696901, 8435253, 9746024, 18070274, 15843421, 9683949, 27378761, 35571274, 15321415, 29542998, 21160445, 24306674, 25814885, 25814892, 9171264, 12584178, 21695760, 1773283, 331925, 10753155, 6755739, 8918900, 28515669, 1778859, 9709134, 27472109, 18166508, 30881206, 30881214, 10501163, 31148943, 24661064, 26435721, 17654195, 21457684, 10451598, 9536100, 12026554, 18252646, 11045239, 9735647, 7705448, 8689106, 28286414, 14525355]",G,GB0010379,True
31266,,Graham Robert,Smith,"[11839486, 15981258, 14556749, 23705851, 36178923, 26175215, 33325825, 12029334, 12944258, 21910896, 15037250, 14579331, 34129689, 32725139, 35609437, 11967372, 33812333, 26944189, 35680389, 17803214, 36243043, 30753680, 29248462, 29095952, 29343728, 28114945, 26742086, 12784370, 12029332, 20567500, 15784265, 19440408]",G,GB0010379,True
31621,,Gary J,Smith,"[33007922, 32409115, 21446007, 25963523, 35031163, 29117387]",G,GB0010379,True
31718,,Glenn E,Smith,"[22167592, 14751921, 21614509, 21362049, 19323803, 17030535, 17949857, 30840549, 15119910, 12652637, 14751920, 33455616, 27708825, 18580553, 21155433, 24695386, 24911508, 24912834, 17050889, 15863801, 34368629, 18444953, 17146008, 24702109, 30874329, 28656996, 33729842, 18926761, 33420208]",G,GB0010379,True
31961,,Graham A,Smith,"[15295192, 20801073, 33262374, 23629909, 18322335, 33527964, 35106895, 27006813, 30087004, 35593511, 28254708, 33890817, 27337287, 23866730, 19805307, 19346607, 21577525, 21577804, 33637798, 29706675, 26594560, 25484766, 24764815, 20442509, 24637650, 16272592, 33446478, 16343278, 20603569, 21522530, 21588731, 22048489, 17275828, 23634009, 18063594, 22064684, 22065123, 17675704, 22219990, 24518162, 19996944, 22226480, 22948535, 21837049, 19805891, 18758028, 24526983, 15847651, 35578576, 12051232, 20444817, 22347096, 15072838, 16272766, 16143779, 18441355, 35350172, 32204548, 21589544, 35483496, 18444448, 15627246, 33126688, 24213923, 21200922, 21727637, 22058823, 23634030, 22719681, 17413828, 19663785, 28974010, 29437790, 22558605, 32193392, 23284524, 12434978, 17089404, 28035104, 29805351, 35379372, 25484823, 20048425, 19265221, 30213849, 15534706, 23729364, 17319832, 19513054, 11849233, 23845696, 26994224, 31677803, 26044333, 21522680, 21588228, 20605218, 21589458, 22904976, 12879847, 31042101, 20033225, 27308034, 22282284, 26870404, 12392140, 32781531, 21577526, 21579358, 22235095, 22199484, 25484641, 25484726, 20176700, 25093350, 21754155, 17126462, 20797871, 32598116, 21589457, 27357023, 22575271, 28938204, 22189151, 12236295, 12171243, 19773436, 28446187, 29629716, 35266454, 22030029, 20458428, 22624123, 21579214, 24594725, 21580117, 29148662, 25484647, 23125575, 25288821, 26796323, 15072836, 28397649, 21123887, 21123895, 21123896, 31806414, 23424489, 28413233, 20024700, 22321533, 19049429, 22719448, 11973188, 24098231, 27703120, 25343966, 22219825, 18682649, 33166447, 15997084, 23468789, 25965348, 23476323, 14694713, 14566496, 21580024, 24005516, 16763326, 31248539, 33019803, 24898967, 27587306, 22412561, 24860320, 34888696, 15295198, 21522633, 27552105, 23424513, 22969473, 22904944, 29068323, 22058919, 31955879, 18065693, 17148915, 21278330, 27045735, 23901361, 18790789, 28378716, 20580737, 22090837, 22090951, 26090147, 24454151, 36318902, 20459636, 23476186, 34949789, 26594518, 30794527, 25552984, 23457464, 33878746, 23328092, 22935496, 31611612, 21522285, 25652282, 21200697, 15695906, 35094732, 17204826, 25397502, 31502189, 23794997, 29111529, 35206413, 18495550, 16598144, 21578917, 21579224, 32226991, 26594400, 32235296, 21754214, 27391265, 22412568, 11861302, 15072837, 23723930, 25427882, 15813857, 22763691, 21522329, 21588229, 21588272, 18771824, 26899538, 22247337, 19691446, 17465957, 31097516, 19500319, 28217343, 23629910, 18322349, 26846493, 19113673, 17609572, 16823214, 16580750, 22743596, 31659497, 22158912, 24454173, 19282534, 31276609, 21577409, 30883622, 21577523, 21577524, 24526950, 17581167, 21578928, 32130809, 26396758, 21220128, 26594440, 34460077, 30793695, 21817804, 31780509, 24311493, 22412562, 15487220, 24990381, 20603562, 21588273, 26505328, 24740979, 12163101, 23829880, 24096514, 22065818, 22590342]",G,GB0010379,True
31962,,G L F,Smith,"[7806679, 1756739, 9032685, 19333617, 11535306, 9636186, 8523536, 8525613, 1448924, 8856871, 16236309, 9094681, 22733660, 7730797, 10438842, 9523650, 14966299, 8478431, 21658026, 2587253, 10648184, 3443401, 11162827, 7560241, 9460927, 2844952, 9202552, 8091668, 9603332, 12949221, 1614852, 28681507, 7776229, 21901290, 9059548, 17450121, 10634593, 9811729, 9551092, 10603974, 9817798, 8117248, 2614727, 2811865, 11070021, 9634084, 1738204, 9603331, 3383366, 9446704, 1846491, 19348757, 15123545, 10603324, 10210608, 8245764, 12767887, 8777632, 25361084, 11076649, 3806050, 11277691, 8331722, 8922477, 29107648, 9321647, 10728360, 9551896, 9491498, 1367723, 9499104, 2552411, 8322917, 2555782, 10640541, 14514086, 8551630, 8551633, 10518028, 7512419, 3711862, 8145137, 8014891, 7758109, 3701099, 11435582, 7576050, 12231644, 10814567, 7609027, 9709392, 1585649, 8467908, 11090164, 28196553, 9782308, 10532988, 10211965, 9232287, 11467770, 10223332, 35020837, 1532578, 9267005, 8551617, 10065628, 1989387, 7560240, 8545298, 27621282, 1408658, 1474498, 9666781, 11371938, 7842458, 9546783, 11470826, 8661420, 35727943, 8009841, 19249308, 17435100, 10751323, 9445023, 17644079, 3950035, 9614503, 17545234, 10470273, 8243659, 10930688, 9882356, 10636379, 2191497, 7831769, 9536911, 14585126, 8229854, 15117716, 7954649, 9724996, 11432990, 10325961, 1657913, 8277291, 7561783, 5662257, 4810365, 8683457, 2917382, 21334377, 2726431, 9416508, 10924056, 18550162, 8855303, 20921197, 8238560, 3127579, 10075166, 2216706, 9568984, 9179567, 9049422, 9185591, 8794016, 33109927, 1394428, 8632390, 14990500]",G,GB0010379,True
32369,,Grace L,Smith,"[14966086, 20956628, 28011046, 15908651, 21395351, 30773193]",G,GB0010379,True
32371,,Gavin J D,Smith,"[32287326, 25818654, 27793106, 22829765, 21614079, 18818732, 35571071, 25594904, 22718569, 33840632, 21266963, 27707932, 27904748, 22226809, 19516283, 16371632, 16964257, 29717150, 22458429, 19891883, 21829185, 25904147, 30561309, 28616485, 30845930, 28170438, 22084096, 29774294]",G,GB0010379,True
32432,,G E C,Smith,"[31088446, 15044582, 12166298, 23902949, 4638796, 20172625, 4655415, 11561979, 7769297, 2672564, 26956114, 16309782, 8843225, 31063101, 27068133, 4418213, 17394678, 21473803, 24756913, 16409646, 6318086, 25589597, 28277989, 22267488, 17370968, 26415918, 17582503, 29972108, 25023603, 22014106, 8648221, 18374713, 20546694, 1021448, 3194083, 8557090, 2673055, 18032426, 16789244, 936643, 23810319, 23731730, 12070981, 24916467, 17193781, 7693161, 21262185, 20738999, 25788252, 5472183, 28413995, 25858297, 2732123, 12634071, 11467013, 23870845, 27033409, 2992159, 1422051, 33688955, 16789242, 20594381, 22892324, 17059640, 24925457, 25833417, 28529410, 30511042, 24099832, 16828131, 12113499, 34087396, 3033276, 27548909, 11732356]",G,GB0010379,True
32444,,Gemma C,Smith,"[30842819, 16408922, 27918267, 34183470, 32861504, 33815943, 31098173, 34652363, 33806122, 26888825, 22704991, 21565047]",G,GB0010379,True
32507,,G C M,Smith,"[30836457, 10854324, 16755844, 8105217, 10534325, 10207623, 7671312, 30812137, 8988709, 25832817, 9592137, 9031967, 30856731, 23537573, 3028193, 10500142, 9059548, 9518490, 9718736, 10671008, 30856755, 8313430, 32237039, 30939677, 12788016, 8670824, 8018490, 5559486, 16439171, 186614, 30731528, 16249792, 16775066, 28737119, 10847229, 22840643, 10733043, 7889575, 16878467, 9398855, 12227941, 19044266, 8566373, 9679063, 30913665, 7969060, 10068919, 11777221, 8112567, 10948775, 21439101, 19087943, 16339819, 18634482, 9854117, 7723339, 30731529, 11597411, 30866352, 21377747, 8865240, 3035241, 18812385, 10819303, 18160221, 16328718, 33834160, 18236667, 30822828, 18634490, 11425837, 23522097, 17526893, 10454555, 11438131, 8032612, 14651882, 19901379, 1686115, 32226078, 16434219, 3028191, 8078947, 11228508, 30855062, 19395512, 11532837, 17900496, 10363977, 16786841, 9260249, 10374937, 2317070, 27287173, 11463224, 21205436, 1743506, 8955349, 3256722, 18592735, 16328715, 408507, 10215620, 12910754, 225504, 20416616, 16878484, 18066095, 19901382, 17938417, 30476714, 9179572, 17372174, 19536342, 16328714, 30856730, 12313518, 63993, 30866362, 19070433, 8806591, 23290694, 16869747, 16020591, 7965740, 30775736]",G,GB0010379,True
32521,,G Davey,Smith,"[10817478, 11276571, 9451274, 8997235, 9522813, 12210073, 1462971, 31544720, 9328559, 14704837, 11297656, 15795189, 8193409, 12192740, 8350032, 10381706, 10512898, 26636848, 21525151, 10580878, 9663721, 11369713, 8487662, 2068613, 1546701, 12100869, 11511646, 11512022, 24097298, 22004277, 21089192, 7804034, 7804048, 10884260, 10099915, 8269191, 11350997, 8795602, 18037910, 10177607, 8015743, 7496235, 9135780, 21159438, 8712653, 7796074, 1574735, 25323697, 8942776, 22052079, 9862387, 15958357, 11766863, 9539883, 11707479, 10791531, 7711581, 2798638, 10728848, 13416117, 14596732, 9812931, 11124169, 9227462, 8901250, 2282401, 2058666, 1671899, 10978035, 8489871, 1674771, 12030962, 10131634, 10656088, 11050376, 17407620, 11511603, 11511644, 9677164, 11250849, 18591099, 9090271, 20628081, 16632617, 10800149, 25220689, 29481214, 12704408, 7330581, 11199254, 9168522, 1764298, 25752329, 21231381, 22013023, 18801796, 7595402, 9365461, 23262147, 11402347, 9048809, 21436849, 11282859, 12662449, 1917232, 17646197, 11027204, 8478817, 28665642, 26075635, 1499640, 22013022, 11201332, 9432252, 10547146, 24835476, 8787108, 15997248, 1777300, 11413181, 9252478, 18495627, 11156664, 19028011, 11689538, 8021600, 25165915, 23005620, 10578215, 21785145, 25980894, 9663149, 9603744, 22385021, 10656084, 11770742, 3256572, 11387180, 12239205, 10405021, 9624063, 29219329, 18079330, 9432250, 11402346, 11407169, 34738659, 12390990, 27403638, 11154247, 11350992, 21772318, 18496557, 10568623, 8668758, 19679708, 12077606, 10637517, 10902623, 10551505, 8194922, 9728006, 9665917, 10321859, 25723209, 8357370, 3378124, 1348794, 11114755, 11707481, 11119129, 10731177, 2277246, 24448796, 8787109, 8460689, 7871728, 4925792, 9255922, 15023191, 8928759, 9457657, 12081106, 8149225, 1727199, 19488068, 11690059, 17391844, 9724945, 9831567, 11103922, 26508461, 12420191, 25658994, 16094409, 11573021, 14654105, 2205320, 11511649, 10398641, 15908621, 18794897, 10869317, 11459398, 9886716, 25682783, 10217356, 16247509, 20714329, 17178754, 11154256, 15939724, 9190997, 24398642, 1723340, 10637518, 7493436, 15226777, 16276361, 11297881, 17786446, 7602525, 11076253, 2648161, 8876091, 8616378, 10910408, 8093371, 20418067, 9342639, 16159976, 9017236, 1286385, 9807993, 11710798, 11451790, 8899251, 10147040, 9690276, 8577486, 9233331, 30401724, 8973230, 8121291, 11792089, 13433232, 1374870, 7804053, 10562745, 11677469, 8990989, 20459882, 8338148, 9196641, 20142829, 9263972, 11297653, 8611787, 2256908, 16020605, 11302898, 9402783, 11369726, 8879507, 26051655, 10521194, 7707006, 10199372, 12099962, 12239189, 9554917, 10800150, 1888128, 10080369, 12573376, 10688575, 9378394, 7939852, 17509070, 23276526, 9055712, 2503198, 9518987, 11026566, 17449183, 26958619, 2514896, 9723857, 14574351, 10578213, 9341114, 10784551, 2004137, 11511585, 23440047, 15969847, 34189232, 12825469, 9812932, 12893699, 10678864, 20444310, 18413449, 11992116, 19389720, 18212091, 8251006, 16378165, 21163577, 1636826, 9764262, 10223795, 11076232, 20867566, 18782807, 12032650, 8890771, 1355809, 34650201, 18070159, 10926953, 9748195, 15975109, 10339027, 8897469, 16174350, 17485173, 8917868, 7675304, 17116188, 8924508, 9842945, 15351478, 9388683, 11092920, 7685509, 8409940, 12540691, 12838305, 10218528, 8059878, 12713624]",G,GB0010379,True
32558,,Ginger R,Smith,"[28733033, 23689139, 22963400, 34434730]",G,GB0010379,True
32885,,Gregory A,Smith,"[25040273, 33393505, 30321600, 30641351, 19087928, 32514181, 31375585]",G,GB0010379,True
32899,,G W G,Smith,"[2900602, 1801054, 7906731, 10270209, 13603890, 29537092, 2888855, 20188028, 15671131, 25922337, 7120447, 22541464, 19696807, 2890392, 2890746, 10250627, 21755688, 16481595, 15700032, 34051641, 11248151, 18005189, 10294897, 14654381, 6652324, 11161888]",G,GB0010379,True
33528,,Graeme N,Smith,"[26901463, 18691690, 28437461, 35577426, 31151712, 34167034, 20817132, 29276166, 21185591, 27087411, 33675351, 35577427, 18166303]",G,GB0010379,True
33554,,Graham L,Smith,"[21036042, 21924901, 24819116, 24432909, 21446745, 24900269, 20817449]",G,GB0010379,True
